LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE,M_E_APPENDIXB
,,,,,43090,NICADRDIPINE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43091,GALLBLADDER DR FLUSH,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43092,INTAKE ED,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43097,vicu intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43107,intake from floor,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43108,contrast via ng,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43109,Golytly,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43112,preadmit to ICU NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43113,SOIDUM PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43118,probalance tf,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43122,rectal irrigation,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43125,xigris cc/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43126,d5w/40 gm ca gluc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43131,iv intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43132,RL + 20K/100,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43134,1/2 STR IMPACT/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43135,NS/40GM CA GLU,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43136,DEXMEDETOMIDINE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43137,"GT, straight, perf'd",,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43139,HCL GTTS 75MEQ/500ML,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43140,D5W/1L/2AMP BICARB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43141,PD,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43147,1/2STR PROMOTE/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43168,d10 bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43169,Bicarb drip,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43170,TPN D21.5 with hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43228,D10W BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43229,D10 bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43230,Portagen,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43232,1/2 NS flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43233,TPN D10.5 with hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43234,TPND10.5 with hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43235,contrast dye,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43237,25% Albumin,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43238,Potassium Chl. Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43240,Portagen w/PoMod NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43241,Portagen 20 cal po,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43242,portagen,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43319,Carnation Good Start,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43320,D10W NSS W/.5Uhep.:,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43321,D14.5 lytes and hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43322,Lipid tubing change,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43332,void,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43346,tpn d13.5 with hepan,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43353,Albumin (human) 25%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43354,normal saline flushs,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43356,Lt. upper CT,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43357,Rt. upper CT,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43364,kcl infusion,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43366,ur.cc/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43367,Portagen NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43370,Portagen 24,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43381,cc/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43387,Fentanyl bolus:,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43394,Similac,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43395,3/4 str Prosobee,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43403,IV D10W BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43406,.45 NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43407,Rectal irrigation,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43418,D10w BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43423,D10W bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43424,PE20 FS PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43425,PE20 PG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43426,Subgaleal shunt dng,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43432,Similac w/ iron,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43438,D12.5 bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43439,NG EAR 30cal,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43440,PO EAR30 cal,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43444,GT vent,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43457,PE24FSPO+MCT+Poly+PM,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43461,IV meds and flushes,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43465,Alimentum 28 NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43466,Alimentum 28 po,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43469,PE24FSNG+Promod+HMF,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43470,PE24FSPO+Promod+HMF,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43471,D10 Bolus,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43472,ur/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43473,IV Meds,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43474,GT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43475,Prosobee 20cal GT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43476,Prosobee 24cal GT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43485,Nutramagen,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43488,Portagen 20cal,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43493,Umbi hernia,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43497,PE24+2HMF NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43505,PE24NG+MCT+Promod,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43506,PE24NG+2MCT+Promod,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43507,PE24PO+2MCT+Promod,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43508,ENFAMIL AR,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43509,ENFAMIL AR 28 cal,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43514,SIMILAC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43515,NEOSURE 22,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43516,Neosure with 2 polye,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43520,ml/kg/day,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43521,ml/kg/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43526,ur/cc/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43532,Needle Aspiration,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43539,repogle,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43540,PN D10.5W,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43541,Pregestimil 22cal NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43542,Pregestimil 22cal PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43547,urcc/kg/day,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43548,ur cc/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43553,PE22 PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43555,TPN D24,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43571,nitrates,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43572,drooling,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43583,UO/KG/hour,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43584,Sterile Water NG,,inputevents_cv,0,NG Feeding,,,,carevue,,,,0
,,,,,43586,D10w Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43588,.45%NS FLUSH,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43590,ur/cc/kg,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43593,IV D6W,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43597,Hep Flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43598,GT Pedialyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43599,Enfamil AR 24 GT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43616,ALIMENTUM 24CAL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43619,Bicarb,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43622,cc/kg,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43631,Neosure 22 NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43632,Neosure 22 PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43636,cc/k/h,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43639,UR.cc/kg/hr,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43647,UO cc/k/hour,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43648,D-10 Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43649,Cerebral Spinal Fld. LP,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43656,Sucrose,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43657,Similac 60/40,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43661,bicarb,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43663,.9% NS flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43664,PN-D11.5 with heparn,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43674,Sodium Phosphate IV,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43677,cyclosporin,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43678,APC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43683,mucomyst,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43689,HD fluid removal,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43693,cyclosporin iv drip,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43699,d5 1/4 ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43700,Solumedrol mg/kg/min,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43701,ns with 2 amps bicab,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43704,er in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43707,RLQ OPEN AREA,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43708,left groin site,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43709,L.ARM BAG,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43712,Pregesimil FS PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43713,Pregestilmil FS NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43719,golytle prep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43720,ivf on medical floor,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43725,D5W 150meq Sod Bicar,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43726,cagluc (40gm/l),,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43727,bupivacaine.1% popli,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43728,bupivacaine.1% r axi,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43733,D5W & 40Gm CaGluc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43739,OR INPUT CRYSTALLOID,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43740,EBL FROM OR,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43744,NS bladder pressure,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43745,k phos 15 mm,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43746,gastrografin,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43747,CALCIUM,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43750,ANGIO CRYSTTALOID,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43757,JT flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43759,NS 40K 500CC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43763,Bladder presure,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43764,circ,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43765,NS/10MG XIGRIS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43766,Similac 24 cals/oz,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43767,Sim-24,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43768,Sim-24(NG),,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43772,thoracentisis,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43773,barium prep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43774,Sim-26 w/promod,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43775,Sim-26 w/promod (PG),,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43776,Sim-26 w/promod(PO),,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43777,Sim-26 w/promod (PO),,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43778,CITRATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43798,FARR 10 INTAKE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43799,1:1 U/O REPLETION,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43810,0.5:1 U/O REPLETION,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43813,wound leakage,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43819,1:1 NS Repletion.,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43823,D5W 100MEQ BICARB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43825,.5:1 NS REPLETION,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43826,HYDROCHLORIDE ACID G,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43829,PERITONEAL DIALYSATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43835,EW IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43838,500ns/40meqkcl,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43839,cryst in ed,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43845,ascites fld,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43852,readicat contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43855,Vaginal and Back Wnd,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43861,PD Intake,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43864,PD intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43865,St.H20/Na Acetate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43866,3/4 STR IMPACT/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43867,1/2 Na Acet 0.5u Hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43869,Peritoneal fluid,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43872,Potassium 20meqIVPB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43874,HEPATIC DRN FLUSH IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43875,NA PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43877,OR ascites,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43880,Angion intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43882,FoleyIrrigant,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43883,Hemoccult,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43886,T-7 intrathecal dngn,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43889,NA PHOS IN NSS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43900,1/2STR. IMPACT + FIB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43901,blood loss,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43902,PHERESIS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43903,Vanco Enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43904,D51/4NS+100MeqNaHCO3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43909,H20 BOlus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43910,Thoracentisis,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43921,readycat,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43923,Oral Contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43924,Vancomycin enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43928,ECMO CRYSTALLOID,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43929,Floor Intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43930,na phosphate in ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43936,FREE WATER BOLUSES,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43939,NS 500+40K,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43940,VICU INTAKE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43942,CHEMOTHERAPY,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43950,40 KCL/500 NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43951,NA POSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43952,OR Cyroprecipatate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43957,15 m sodium phos   e,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43962,Neocate 26,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43969,kvo line,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43971,parencentis.,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43972,k phos 15 mmol,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43973,Nipple Type,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43974,Nipple type,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43975,FREE H20 BOLUSES,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43977,bag from incision,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,43979,na+ phosphate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43982,Cladribine,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43983,Pericardial flush:NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43986,iv bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43990,SOD PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43993,15 MM NA PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43994,3/4 IMPACT/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43997,D 10W bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43998,anigo intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,43999,1/2ns1000+20k,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44000,floor in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44001,Go-Lytely,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44008,PROTONIX,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44009,K phos,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44010,Promote w/ fiber 3/4,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44011,ENDOSCOPY,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44016,THOROCENTISIS,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44020,baricat ct contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44021,OR Ascites,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44023,READICAT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44031,Plasma-lyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44033,adjustment,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44036,P.D. In,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44037,Dialysate Instilled,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44038,d5w&25meqk+acetate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44041,D5W 50 meq Ca Acetat,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44042,40k/500ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44043,Angio in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44044,FFP Drip,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44045,3/4st promote wfiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44047,40 KCL/500CC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44048,Floor cryst,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44049,angio cryst,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44050,2/3 str impact/fiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44053,normal saline bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44054,PD IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44056,Peritoneal Fluid,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44057,OR/PACU,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44059,1/2st impact/fiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44061,3/4 IMPACT W/ FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44064,plasma phoresis,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44070,NEOSURE PG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44076,NS 500+ 40 KCL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44077,Floor ouput,,inputevents_cv,0,,,,,carevue,,,,0
,,,,,44089,Methylprednisone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44091,1/2na acetate1/2hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44092,1/2na acetate 1/2hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44094,Lactulose enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44096,solumedrol 10575/500,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44098,BILE REFEED,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44100,D5W with 3amps NaHC3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44101,30 mmol na phos,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44102,Plasmalyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44105,3/4 STR NEPRO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44106,Imp/fiberHALF,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44107,Acetylcysteine,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44109,500NS/KPHOS30mm,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
,,,,,44110,RL BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,,0
